Year,Category,Prize,Prize Share,Laureate ID,LaureateType,FullName,Birth Date,Birth City,BirthCountry,Sex,OrganizationName,Organization City,OrganizationCountry,Death Date,Death City,Death Country,Age
1998,Economics,The Sveriges Riksbank Prize in Economic Sciences 1998,1/1,719,Individual,Amartya Sen,1933-11-03,Santiniketan,India,Male,Trinity College,Cambridge,United Kingdom,,,,65
1998,Literature,The Nobel Prize in Literature 1998,1/1,675,Individual,José Saramago,1922-11-16,Azinhaga,Portugal,Male,,,,2010-06-18,Lanzarote,Spain,76
1998,Medicine,The Nobel Prize in Physiology or Medicine 1998,1/3,458,Individual,Robert F. Furchgott,1916-06-04,CharlestonSC,United States,Male,SUNY Health Science Center,BrooklynNY,United States,2009-05-19,SeattleWA,United States,82
1998,Medicine,The Nobel Prize in Physiology or Medicine 1998,1/3,459,Individual,Louis J. Ignarro,1941-05-31,BrooklynNY,United States,Male,University of California School of Medicine,Los AngelesCA,United States,,,,57
1998,Medicine,The Nobel Prize in Physiology or Medicine 1998,1/3,460,Individual,Ferid Murad,1936-09-14,WhitingIN,United States,Male,University of Texas Medical School at Houston,HoustonTX,United States,,,,62
1998,Peace,The Nobel Peace Prize 1998,1/2,566,Individual,John Hume,1937-01-18,Londonderry,Northern Ireland,Male,,,,,,,61
1998,Peace,The Nobel Peace Prize 1998,1/2,567,Individual,David Trimble,1944-10-15,Belfast,Northern Ireland,Male,,,,,,,54
1998,Physics,The Nobel Prize in Physics 1998,1/3,155,Individual,Robert B. Laughlin,1950-11-01,VisaliaCA,United States,Male,Stanford University,StanfordCA,United States,,,,48
1998,Physics,The Nobel Prize in Physics 1998,1/3,156,Individual,Horst L. Störmer,1949-04-06,Frankfurt-on-the-Main,West Germany,Male,Columbia University,New YorkNY,United States,,,,49
1998,Physics,The Nobel Prize in Physics 1998,1/3,157,Individual,Daniel C. Tsui,1939-02-28,Henan,China,Male,Princeton University,PrincetonNJ,United States,,,,59
1999,Chemistry,The Nobel Prize in Chemistry 1999,1/1,292,Individual,Ahmed H. Zewail,1946-02-26,Damanhur,Egypt,Male,California Institute of Technology (Caltech),PasadenaCA,United States,2016-08-02,,,53
1999,Economics,The Sveriges Riksbank Prize in Economic Sciences 1999,1/1,720,Individual,Robert A. Mundell,1932-10-24,KingstonON,Canada,Male,Columbia University,New YorkNY,United States,,,,67
1999,Literature,The Nobel Prize in Literature 1999,1/1,676,Individual,Günter Grass,1927-10-16,Danzig (Gdansk),Poland,Male,,,,2015-04-13,Lübeck,Germany,72
1999,Medicine,The Nobel Prize in Physiology or Medicine 1999,1/1,461,Individual,Günter Blobel,1936-05-21,Waltersdorf (Niegoslawice),Poland,Male,Rockefeller University,New YorkNY,United States,,,,63
1999,Medicine,The Nobel Prize in Physiology or Medicine 1999,1/1,461,Individual,Günter Blobel,1936-05-21,Waltersdorf (Niegoslawice),Poland,Male,Howard Hughes Medical Institute,,,,,,63
1999,Peace,The Nobel Peace Prize 1999,1/1,568,Organization,Médecins Sans Frontières,,,,,,,,,,,#VALUE!
1999,Physics,The Nobel Prize in Physics 1999,1/2,158,Individual,Gerardus 't Hooft,1946-07-05,Den Helder,Netherlands,Male,Utrecht University,Utrecht,Netherlands,,,,53
1999,Physics,The Nobel Prize in Physics 1999,1/2,159,Individual,Martinus J.G. Veltman,1931-06-27,Waalwijk,Netherlands,Male,,Bilthoven,Netherlands,,,,68
2000,Chemistry,The Nobel Prize in Chemistry 2000,1/3,729,Individual,Alan J. Heeger,1936-01-22,Sioux CityIA,United States,Male,University of California,Santa BarbaraCA,United States,,,,64
2000,Chemistry,The Nobel Prize in Chemistry 2000,1/3,730,Individual,Alan G. MacDiarmid,1927-04-14,Masterton,New Zealand,Male,University of Pennsylvania,PhiladelphiaPA,United States,2007-02-07,Drexel HillPA,United States,73
2000,Chemistry,The Nobel Prize in Chemistry 2000,1/3,731,Individual,Hideki Shirakawa,1936-08-20,Tokyo,Japan,Male,University of Tsukuba,Tokyo,Japan,,,,64
2000,Economics,The Sveriges Riksbank Prize in Economic Sciences 2000,1/2,732,Individual,James J. Heckman,1944-04-19,ChicagoIL,United States,Male,University of Chicago,ChicagoIL,United States,,,,56
2000,Economics,The Sveriges Riksbank Prize in Economic Sciences 2000,1/2,733,Individual,Daniel L. McFadden,1937-07-29,RaleighNC,United States,Male,University of California,BerkeleyCA,United States,,,,63
2000,Literature,The Nobel Prize in Literature 2000,1/1,734,Individual,Gao Xingjian,1940-01-04,Ganzhou,China,Male,,,,,,,60
2000,Medicine,The Nobel Prize in Physiology or Medicine 2000,1/3,722,Individual,Arvid Carlsson,1923-01-25,Uppsala,Sweden,Male,Göteborg University,Gothenburg,Sweden,,,,77
2000,Medicine,The Nobel Prize in Physiology or Medicine 2000,1/3,723,Individual,Paul Greengard,1925-12-11,New YorkNY,United States,Male,Rockefeller University,New YorkNY,United States,,,,75
2000,Medicine,The Nobel Prize in Physiology or Medicine 2000,1/3,724,Individual,Eric R. Kandel,1929-11-07,Vienna,Austria,Male,Columbia University,New YorkNY,United States,,,,71
2000,Peace,The Nobel Peace Prize 2000,1/1,725,Individual,Kim Dae-jung,1925-12-03,Mokpo,South Korea,Male,,,,2009-08-18,,,75
2000,Physics,The Nobel Prize in Physics 2000,1/4,726,Individual,Zhores I. Alferov,1930-03-15,VitebskBelorussia,Russia (Belarus),Male,A.F. Ioffe Physico-Technical Institute,St. Petersburg,Russia,,,,70
2000,Physics,The Nobel Prize in Physics 2000,1/4,727,Individual,Herbert Kroemer,1928-08-25,Weimar,Germany,Male,University of California,Santa BarbaraCA,United States,,,,72
2000,Physics,The Nobel Prize in Physics 2000,1/2,728,Individual,Jack S. Kilby,1923-11-08,Jefferson CityMO,United States,Male,Texas Instruments,DallasTX,United States,2005-06-20,DallasTX,United States,77
2001,Chemistry,The Nobel Prize in Chemistry 2001,1/4,741,Individual,William S. Knowles,1917-06-01,TauntonMA,United States,Male,,St. LouisMO,United States,2012-06-13,ChesterfieldMO,United States,84
2001,Chemistry,The Nobel Prize in Chemistry 2001,1/4,742,Individual,Ryoji Noyori,1938-09-03,Kobe,Japan,Male,Nagoya University,Nagoya,Japan,,,,63
2001,Chemistry,The Nobel Prize in Chemistry 2001,1/2,743,Individual,K. Barry Sharpless,1941-04-28,PhiladelphiaPA,United States,Male,The Scripps Research Institute,La JollaCA,United States,,,,60
2001,Economics,The Sveriges Riksbank Prize in Economic Sciences 2001,1/3,744,Individual,George A. Akerlof,1940-06-17,New HavenCT,United States,Male,University of California,BerkeleyCA,United States,,,,61
2001,Economics,The Sveriges Riksbank Prize in Economic Sciences 2001,1/3,745,Individual,A. Michael Spence,1943-00-00,MontclairNJ,United States,Male,Stanford University,StanfordCA,United States,,,,58
2001,Economics,The Sveriges Riksbank Prize in Economic Sciences 2001,1/3,746,Individual,Joseph E. Stiglitz,1943-02-09,GaryIN,United States,Male,Columbia University,New YorkNY,United States,,,,58
2001,Literature,The Nobel Prize in Literature 2001,1/1,747,Individual,Sir Vidiadhar Surajprasad Naipaul,1932-08-17,,Trinidad,Male,,,,,,,69
2001,Medicine,The Nobel Prize in Physiology or Medicine 2001,1/3,735,Individual,Leland H. Hartwell,1939-10-30,Los AngelesCA,United States,Male,Fred Hutchinson Cancer Research Center,SeattleWA,United States,,,,62
2001,Medicine,The Nobel Prize in Physiology or Medicine 2001,1/3,736,Individual,Tim Hunt,1943-02-19,Neston,United Kingdom,Male,Imperial Cancer Research Fund,London,United Kingdom,,,,58
2001,Medicine,The Nobel Prize in Physiology or Medicine 2001,1/3,737,Individual,Sir Paul M. Nurse,1949-01-25,Norwich,United Kingdom,Male,Imperial Cancer Research Fund,London,United Kingdom,,,,52
2001,Peace,The Nobel Peace Prize 2001,1/2,748,Organization,United Nations (U.N.),,,,,,,,,,,#VALUE!
2001,Peace,The Nobel Peace Prize 2001,1/2,749,Individual,Kofi Annan,1938-04-08,Kumasi,Ghana,Male,,,,,,,63
2001,Physics,The Nobel Prize in Physics 2001,1/3,738,Individual,Eric A. Cornell,1961-12-19,Palo AltoCA,United States,Male,University of ColoradoJILA,BoulderCO,United States,,,,40
2001,Physics,The Nobel Prize in Physics 2001,1/3,739,Individual,Wolfgang Ketterle,1957-10-21,Heidelberg,West Germany,Male,Massachusetts Institute of Technology (MIT),CambridgeMA,United States,,,,44
2001,Physics,The Nobel Prize in Physics 2001,1/3,740,Individual,Carl E. Wieman,1951-03-26,CorvallisOR,United States,Male,University of ColoradoJILA,BoulderCO,United States,,,,50
2002,Chemistry,The Nobel Prize in Chemistry 2002,1/4,756,Individual,John B. Fenn,1917-06-15,New YorkNY,United States,Male,Virginia Commonwealth University,RichmondVA,United States,2010-12-10,RichmondVA,United States,85
2002,Chemistry,The Nobel Prize in Chemistry 2002,1/4,757,Individual,Koichi Tanaka,1959-08-03,Toyama City,Japan,Male,Shimadzu Corp.,Kyoto,Japan,,,,43
2002,Chemistry,The Nobel Prize in Chemistry 2002,1/2,758,Individual,Kurt Wüthrich,1938-10-04,Aarberg,Switzerland,Male,Eidgenössische Technische Hochschule (Swiss Federal Institute of Technology),Zurich,Switzerland,,,,64
2002,Chemistry,The Nobel Prize in Chemistry 2002,1/2,758,Individual,Kurt Wüthrich,1938-10-04,Aarberg,Switzerland,Male,The Scripps Research Institute,La JollaCA,United States,,,,64
2002,Economics,The Sveriges Riksbank Prize in Economic Sciences 2002,1/2,759,Individual,Daniel Kahneman,1934-03-05,Tel Aviv,Israel,Male,Princeton University,PrincetonNJ,United States,,,,68
2002,Economics,The Sveriges Riksbank Prize in Economic Sciences 2002,1/2,760,Individual,Vernon L. Smith,1927-01-01,WichitaKS,United States,Male,George Mason University,FairfaxVA,United States,,,,75
2002,Literature,The Nobel Prize in Literature 2002,1/1,761,Individual,Imre Kertész,1929-11-09,Budapest,Hungary,Male,,,,2016-03-31,Budapest,Hungary,73
2002,Medicine,The Nobel Prize in Physiology or Medicine 2002,1/3,750,Individual,Sydney Brenner,1927-01-13,Germiston,South Africa,Male,The Molecular Sciences Institute,BerkeleyCA,United States,,,,75
2002,Medicine,The Nobel Prize in Physiology or Medicine 2002,1/3,751,Individual,H. Robert Horvitz,1947-05-08,ChicagoIL,United States,Male,Massachusetts Institute of Technology (MIT),CambridgeMA,United States,,,,55
2002,Medicine,The Nobel Prize in Physiology or Medicine 2002,1/3,752,Individual,John E. Sulston,1942-03-27,Cambridge,United Kingdom,Male,The Wellcome Trust Sanger Institute,Cambridge,United Kingdom,,,,60
2002,Peace,The Nobel Peace Prize 2002,1/1,762,Individual,Jimmy Carter,1924-10-01,PlainsGA,United States,Male,,,,,,,78
2002,Physics,The Nobel Prize in Physics 2002,1/4,753,Individual,Raymond Davis Jr.,1914-10-14,WashingtonDC,United States,Male,University of Pennsylvania,PhiladelphiaPA,United States,2006-05-31,Blue PointNY,United States,88
2002,Physics,The Nobel Prize in Physics 2002,1/4,754,Individual,Masatoshi Koshiba,1926-09-19,Toyohashi,Japan,Male,University of Tokyo,Tokyo,Japan,,,,76
2002,Physics,The Nobel Prize in Physics 2002,1/2,755,Individual,Riccardo Giacconi,1931-10-06,Genoa,Italy,Male,Associated Universities Inc.,WashingtonDC,United States,,,,71
2003,Chemistry,The Nobel Prize in Chemistry 2003,1/2,769,Individual,Peter Agre,1949-01-30,NorthfieldMN,United States,Male,Johns Hopkins University School of Medicine,BaltimoreMD,United States,,,,54
2003,Chemistry,The Nobel Prize in Chemistry 2003,1/2,770,Individual,Roderick MacKinnon,1956-02-19,BurlingtonMA,United States,Male,Rockefeller University,New YorkNY,United States,,,,47
2003,Chemistry,The Nobel Prize in Chemistry 2003,1/2,770,Individual,Roderick MacKinnon,1956-02-19,BurlingtonMA,United States,Male,Howard Hughes Medical Institute,,,,,,47
2003,Economics,The Sveriges Riksbank Prize in Economic Sciences 2003,1/2,771,Individual,Robert F. Engle III,1942-11-10,SyracuseNY,United States,Male,New York University,New YorkNY,United States,,,,61
2003,Economics,The Sveriges Riksbank Prize in Economic Sciences 2003,1/2,772,Individual,Clive W.J. Granger,1934-09-04,Swansea,United Kingdom,Male,University of California,San DiegoCA,United States,2009-05-27,San DiegoCA,United States,69
2003,Literature,The Nobel Prize in Literature 2003,1/1,763,Individual,John M. Coetzee,1940-02-09,Cape Town,South Africa,Male,,,,,,,63
2003,Medicine,The Nobel Prize in Physiology or Medicine 2003,1/2,764,Individual,Paul C. Lauterbur,1929-05-06,SidneyOH,United States,Male,University of Illinois,UrbanaIL,United States,2007-03-27,UrbanaIL,United States,74
2003,Medicine,The Nobel Prize in Physiology or Medicine 2003,1/2,765,Individual,Sir Peter Mansfield,1933-10-09,London,United Kingdom,Male,University of NottinghamSchool of Physics and Astronomy,Nottingham,United Kingdom,2017-02-08,,,70
2003,Peace,The Nobel Peace Prize 2003,1/1,773,Individual,Shirin Ebadi,1947-06-21,Hamadan,Iran,Female,,,,,,,56
2003,Physics,The Nobel Prize in Physics 2003,1/3,766,Individual,Alexei A. Abrikosov,1928-06-25,Moscow,Russia,Male,Argonne National Laboratory,ArgonneIL,United States,,,,75
2003,Physics,The Nobel Prize in Physics 2003,1/3,767,Individual,Vitaly L. Ginzburg,1916-10-04,Moscow,Russia,Male,P.N. Lebedev Physical Institute,Moscow,Russia,2009-11-08,,,87
2003,Physics,The Nobel Prize in Physics 2003,1/3,768,Individual,Anthony J. Leggett,1938-03-26,London,United Kingdom,Male,University of Illinois,UrbanaIL,United States,,,,65
2004,Chemistry,The Nobel Prize in Chemistry 2004,1/3,779,Individual,Aaron Ciechanover,1947-10-01,Haifa,British Protectorate of Palestine (Israel),Male,Technion - Israel Institute of Technology,Haifa,Israel,,,,57
2004,Chemistry,The Nobel Prize in Chemistry 2004,1/3,780,Individual,Avram Hershko,1937-12-31,Karcag,Hungary,Male,Technion - Israel Institute of Technology,Haifa,Israel,,,,67
2004,Chemistry,The Nobel Prize in Chemistry 2004,1/3,781,Individual,Irwin Rose,1926-07-16,BrooklynNY,United States,Male,University of California,IrvineCA,United States,2015-06-03,DeerfieldMA,United States,78
2004,Economics,The Sveriges Riksbank Prize in Economic Sciences 2004,1/2,786,Individual,Finn E. Kydland,1943-12-01,Gjesdal,Norway,Male,Carnegie Mellon University,PittsburghPA,United States,,,,61
2004,Economics,The Sveriges Riksbank Prize in Economic Sciences 2004,1/2,786,Individual,Finn E. Kydland,1943-12-01,Gjesdal,Norway,Male,University of California,Santa BarbaraCA,United States,,,,61
2004,Economics,The Sveriges Riksbank Prize in Economic Sciences 2004,1/2,787,Individual,Edward C. Prescott,1940-12-26,Glens FallsNY,United States,Male,Arizona State University,TempeAZ,United States,,,,64
2004,Economics,The Sveriges Riksbank Prize in Economic Sciences 2004,1/2,787,Individual,Edward C. Prescott,1940-12-26,Glens FallsNY,United States,Male,Federal Reserve Bank of Minneapolis,MinneapolisMN,United States,,,,64
2004,Literature,The Nobel Prize in Literature 2004,1/1,782,Individual,Elfriede Jelinek,1946-10-20,Mürzzuschlag,Austria,Female,,,,,,,58
2004,Medicine,The Nobel Prize in Physiology or Medicine 2004,1/2,774,Individual,Richard Axel,1946-07-02,New YorkNY,United States,Male,Columbia University,New YorkNY,United States,,,,58
2004,Medicine,The Nobel Prize in Physiology or Medicine 2004,1/2,775,Individual,Linda B. Buck,1947-01-29,SeattleWA,United States,Female,Fred Hutchinson Cancer Research Center,SeattleWA,United States,,,,57
2004,Peace,The Nobel Peace Prize 2004,1/1,783,Individual,Wangari Muta Maathai,1940-04-01,Nyeri,Kenya,Female,,,,2011-09-25,Nairobi,Kenya,64
2004,Physics,The Nobel Prize in Physics 2004,1/3,776,Individual,David J. Gross,1941-02-19,WashingtonDC,United States,Male,University of CaliforniaKavli Institute for Theoretical Physics,Santa BarbaraCA,United States,,,,63
2004,Physics,The Nobel Prize in Physics 2004,1/3,777,Individual,H. David Politzer,1949-08-31,New YorkNY,United States,Male,California Institute of Technology (Caltech),PasadenaCA,United States,,,,55
2004,Physics,The Nobel Prize in Physics 2004,1/3,778,Individual,Frank Wilczek,1951-05-15,New YorkNY,United States,Male,Massachusetts Institute of Technology (MIT),CambridgeMA,United States,,,,53
2005,Chemistry,The Nobel Prize in Chemistry 2005,1/3,794,Individual,Yves Chauvin,1930-10-10,Menin,Belgium,Male,Institut Français du Pétrole,Rueil-Malmaison,France,2015-01-27,Tours,France,75
2005,Chemistry,The Nobel Prize in Chemistry 2005,1/3,795,Individual,Robert H. Grubbs,1942-02-27,Possum TrotKY,United States,Male,California Institute of Technology (Caltech),PasadenaCA,United States,,,,63
2005,Chemistry,The Nobel Prize in Chemistry 2005,1/3,796,Individual,Richard R. Schrock,1945-01-04,BerneIN,United States,Male,Massachusetts Institute of Technology (MIT),CambridgeMA,United States,,,,60
2005,Economics,The Sveriges Riksbank Prize in Economic Sciences 2005,1/2,799,Individual,Robert J. Aumann,1930-06-08,Frankfurt-on-the-Main,Germany,Male,University of JerusalemCenter for RationalityHebrew,Jerusalem,Israel,,,,75
2005,Economics,The Sveriges Riksbank Prize in Economic Sciences 2005,1/2,800,Individual,Thomas C. Schelling,1921-04-14,OaklandCA,United States,Male,University of MarylandDepartment of Economics and School of Public Policy,College ParkMD,United States,2016-12-13,BethesdaMD,United States,84
2005,Literature,The Nobel Prize in Literature 2005,1/1,801,Individual,Harold Pinter,1930-10-10,London,United Kingdom,Male,,,,2008-12-24,London,United Kingdom,75
2005,Medicine,The Nobel Prize in Physiology or Medicine 2005,1/2,789,Individual,Barry J. Marshall,1951-09-30,Kalgoorlie,Australia,Male,NHMRC Helicobacter pylori Research LaboratoryQEII Medical Centre,Nedlands,Australia,,,,54
2005,Medicine,The Nobel Prize in Physiology or Medicine 2005,1/2,789,Individual,Barry J. Marshall,1951-09-30,Kalgoorlie,Australia,Male,University of Western Australia,Perth,Australia,,,,54
2005,Medicine,The Nobel Prize in Physiology or Medicine 2005,1/2,790,Individual,J. Robin Warren,1937-06-11,Adelaide,Australia,Male,,Perth,Australia,,,,68
2005,Peace,The Nobel Peace Prize 2005,1/2,797,Organization,International Atomic Energy Agency (IAEA),,,,,,,,,,,#VALUE!
2005,Peace,The Nobel Peace Prize 2005,1/2,798,Individual,Mohamed ElBaradei,1942-06-17,Cairo,Egypt,Male,,,,,,,63
2005,Physics,The Nobel Prize in Physics 2005,1/2,791,Individual,Roy J. Glauber,1925-09-01,New YorkNY,United States,Male,Harvard University,CambridgeMA,United States,,,,80
2005,Physics,The Nobel Prize in Physics 2005,1/4,792,Individual,John L. Hall,1934-08-21,DenverCO,United States,Male,University of ColoradoJILA,BoulderCO,United States,,,,71
2005,Physics,The Nobel Prize in Physics 2005,1/4,792,Individual,John L. Hall,1934-08-21,DenverCO,United States,Male,National Institute of Standards and Technology,BoulderCO,United States,,,,71
2005,Physics,The Nobel Prize in Physics 2005,1/4,793,Individual,Theodor W. Hänsch,1941-10-30,Heidelberg,Germany,Male,Max-Planck-Institut für Quantenoptik,Garching,Germany,,,,64
2005,Physics,The Nobel Prize in Physics 2005,1/4,793,Individual,Theodor W. Hänsch,1941-10-30,Heidelberg,Germany,Male,Ludwig-Maximilians- Universität,Munich,Germany,,,,64
2006,Chemistry,The Nobel Prize in Chemistry 2006,1/1,806,Individual,Roger D. Kornberg,1947-04-24,St. LouisMO,United States,Male,Stanford University,StanfordCA,United States,,,,59
2006,Economics,The Sveriges Riksbank Prize in Economic Sciences 2006,1/1,807,Individual,Edmund S. Phelps,1933-07-26,EvanstonIL,United States,Male,Columbia University,New YorkNY,United States,,,,73
2006,Literature,The Nobel Prize in Literature 2006,1/1,808,Individual,Orhan Pamuk,1952-06-07,Istanbul,Turkey,Male,,,,,,,54
2006,Medicine,The Nobel Prize in Physiology or Medicine 2006,1/2,802,Individual,Andrew Z. Fire,1959-04-27,StanfordCA,United States,Male,Stanford University School of Medicine,StanfordCA,United States,,,,47
2006,Medicine,The Nobel Prize in Physiology or Medicine 2006,1/2,803,Individual,Craig C. Mello,1960-10-19,New HavenCT,United States,Male,University of Massachusetts Medical School,WorcesterMA,United States,,,,46
2006,Peace,The Nobel Peace Prize 2006,1/2,809,Individual,Muhammad Yunus,1940-06-28,Chittagong,Bangladesh,Male,,,,,,,66
2006,Peace,The Nobel Peace Prize 2006,1/2,810,Organization,Grameen Bank,,,,,,,,,,,#VALUE!
2006,Physics,The Nobel Prize in Physics 2006,1/2,804,Individual,John C. Mather,1946-08-07,RoanokeVA,United States,Male,NASA Goddard Space Flight Center,GreenbeltMD,United States,,,,60
2006,Physics,The Nobel Prize in Physics 2006,1/2,805,Individual,George F. Smoot,1945-02-20,YukonFL,United States,Male,University of California,BerkeleyCA,United States,,,,61
2007,Chemistry,The Nobel Prize in Chemistry 2007,1/1,816,Individual,Gerhard Ertl,1936-10-10,Bad Cannstatt,Germany,Male,Fritz-Haber-Institut der Max-Planck-Gesellschaft,Berlin,Germany,,,,71
2007,Economics,The Sveriges Riksbank Prize in Economic Sciences 2007,1/3,820,Individual,Leonid Hurwicz,1917-08-21,Moscow,Russia,Male,University of Minnesota,MinneapolisMN,United States,2008-06-24,MinneapolisMN,United States,90
2007,Economics,The Sveriges Riksbank Prize in Economic Sciences 2007,1/3,821,Individual,Eric S. Maskin,1950-12-12,New YorkNY,United States,Male,Institute for Advanced Study,PrincetonNJ,United States,,,,57
2007,Economics,The Sveriges Riksbank Prize in Economic Sciences 2007,1/3,822,Individual,Roger B. Myerson,1951-03-29,BostonMA,United States,Male,University of Chicago,ChicagoIL,United States,,,,56
2007,Literature,The Nobel Prize in Literature 2007,1/1,817,Individual,Doris Lessing,1919-10-22,Kermanshah,Iran,Female,,,,2013-11-17,London,United Kingdom,88
2007,Medicine,The Nobel Prize in Physiology or Medicine 2007,1/3,811,Individual,Mario R. Capecchi,1937-10-06,Verona,Italy,Male,University of Utah,Salt Lake CityUT,United States,,,,70
2007,Medicine,The Nobel Prize in Physiology or Medicine 2007,1/3,811,Individual,Mario R. Capecchi,1937-10-06,Verona,Italy,Male,Howard Hughes Medical Institute,,,,,,70
2007,Medicine,The Nobel Prize in Physiology or Medicine 2007,1/3,812,Individual,Sir Martin J. Evans,1941-01-01,Stroud,United Kingdom,Male,Cardiff University,Cardiff,United Kingdom,,,,66
2007,Medicine,The Nobel Prize in Physiology or Medicine 2007,1/3,813,Individual,Oliver Smithies,1925-06-23,Halifax,United Kingdom,Male,University of North Carolina,Chapel HillNC,United States,2017-01-10,Chapel HillNC,United States,82
2007,Peace,The Nobel Peace Prize 2007,1/2,818,Organization,Intergovernmental Panel on Climate Change (IPCC),,,,,,,,,,,#VALUE!
2007,Peace,The Nobel Peace Prize 2007,1/2,819,Individual,Albert Arnold (Al) Gore Jr.,1948-03-31,WashingtonDC,United States,Male,,,,,,,59
2007,Physics,The Nobel Prize in Physics 2007,1/2,814,Individual,Albert Fert,1938-03-07,Carcassonne,France,Male,Universit&eacute; Paris-Sud,Orsay,France,,,,69;
2007,Physics,The Nobel Prize in Physics 2007,1/2,814,Individual,Albert Fert,1938-03-07,Carcassonne,France,Male,Unit&eacute; Mixte de Physique CNRS/THALES,Orsay,France,,,,69;
2007,Physics,The Nobel Prize in Physics 2007,1/2,815,Individual,Peter Grünberg,1939-05-18,Plzen,Czechoslovakia (Czech Republic),Male,Forschungszentrum J&uuml;lich,J&uuml;lich,Germany,,,,68
2008,Chemistry,The Nobel Prize in Chemistry 2008,1/3,829,Individual,Osamu Shimomura,1928-08-27,Kyoto,Japan,Male,Marine Biological Laboratory (MBL),Woods HoleMA,United States,,,,80
2008,Chemistry,The Nobel Prize in Chemistry 2008,1/3,829,Individual,Osamu Shimomura,1928-08-27,Kyoto,Japan,Male,Boston University Medical School,MassachusettsMA,United States,,,,80
2008,Chemistry,The Nobel Prize in Chemistry 2008,1/3,830,Individual,Martin Chalfie,1947-01-15,ChicagoIL,United States,Male,Columbia University,New YorkNY,United States,,,,61
2008,Chemistry,The Nobel Prize in Chemistry 2008,1/3,831,Individual,Roger Y. Tsien,1952-02-01,New YorkNY,United States,Male,University of California,San DiegoCA,United States,2016-08-24,EugeneOR,United States,56
2008,Chemistry,The Nobel Prize in Chemistry 2008,1/3,831,Individual,Roger Y. Tsien,1952-02-01,New YorkNY,United States,Male,Howard Hughes Medical Institute,,,2016-08-24,EugeneOR,United States,56
2008,Economics,The Sveriges Riksbank Prize in Economic Sciences 2008,1/1,834,Individual,Paul Krugman,1953-02-28,New YorkNY,United States,Male,Princeton University,PrincetonNJ,United States,,,,55
2008,Literature,The Nobel Prize in Literature 2008,1/1,832,Individual,Jean-Marie Gustave Le Clézio,1940-04-13,Nice,France,Male,,,,,,,68
2008,Medicine,The Nobel Prize in Physiology or Medicine 2008,1/2,823,Individual,Harald zur Hausen,1936-03-11,Gelsenkirchen,Germany,Male,German Cancer Research Center,Heidelberg,Germany,,,,72
2008,Medicine,The Nobel Prize in Physiology or Medicine 2008,1/4,824,Individual,Françoise Barré-Sinoussi,1947-07-30,Paris,France,Female,Regulation of Retroviral Infections UnitVirology DepartmentInstitut Pasteur,Paris,France,,,,61
2008,Medicine,The Nobel Prize in Physiology or Medicine 2008,1/4,825,Individual,Luc Montagnier,1932-08-18,Chabris,France,Male,World Foundation for AIDS Research and Prevention,Paris,France,,,,76
2008,Peace,The Nobel Peace Prize 2008,1/1,833,Individual,Martti Ahtisaari,1937-06-23,Viipuri (Vyborg),Finland,Male,,,,,,,71
2008,Physics,The Nobel Prize in Physics 2008,1/2,826,Individual,Yoichiro Nambu,1921-01-18,Tokyo,Japan,Male,Enrico Fermi InstituteUniversity of Chicago,ChicagoIL,United States,2015-07-05,Osaka,Japan,87
2008,Physics,The Nobel Prize in Physics 2008,1/4,827,Individual,Makoto Kobayashi,1944-04-07,Nagoya,Japan,Male,High Energy Accelerator Research Organization (KEK),Tsukuba,Japan,,,,64
2008,Physics,The Nobel Prize in Physics 2008,1/4,828,Individual,Toshihide Maskawa,1940-02-07,Nagoya,Japan,Male,Kyoto Sangyo University,Kyoto,Japan,,,,68
2008,Physics,The Nobel Prize in Physics 2008,1/4,828,Individual,Toshihide Maskawa,1940-02-07,Nagoya,Japan,Male,Yukawa Institute for Theoretical Physics (YITP)Kyoto University,Kyoto,Japan,,,,68
2009,Chemistry,The Nobel Prize in Chemistry 2009,1/3,841,Individual,Venkatraman Ramakrishnan,,ChidambaramTamil Nadu,India,Male,MRC Laboratory of Molecular Biology,Cambridge,United Kingdom,,,,#VALUE!
2009,Chemistry,The Nobel Prize in Chemistry 2009,1/3,842,Individual,Thomas A. Steitz,1940-08-23,MilwaukeeWI,United States,Male,Yale University,New HavenCT,United States,,,,69
2009,Chemistry,The Nobel Prize in Chemistry 2009,1/3,842,Individual,Thomas A. Steitz,1940-08-23,MilwaukeeWI,United States,Male,Howard Hughes Medical Institute,,,,,,69
2009,Chemistry,The Nobel Prize in Chemistry 2009,1/3,843,Individual,Ada E. Yonath,1939-06-22,Jerusalem,Israel,Female,Weizmann Institute of Science,Rehovot,Israel,,,,70
2009,Economics,The Sveriges Riksbank Prize in Economic Sciences 2009,1/2,846,Individual,Elinor Ostrom,1933-08-07,Los AngelesCA,United States,Female,Indiana University,BloomingtonIN,United States,2012-06-12,BloomingtonIN,United States,76
2009,Economics,The Sveriges Riksbank Prize in Economic Sciences 2009,1/2,846,Individual,Elinor Ostrom,1933-08-07,Los AngelesCA,United States,Female,Arizona State University,TempeAZ,United States,2012-06-12,BloomingtonIN,United States,76
2009,Economics,The Sveriges Riksbank Prize in Economic Sciences 2009,1/2,847,Individual,Oliver E. Williamson,1932-09-27,SuperiorWI,United States,Male,University of California,BerkeleyCA,United States,,,,77
2009,Literature,The Nobel Prize in Literature 2009,1/1,844,Individual,Herta Müller,1953-08-17,NitzkydorfBanat,Romania,Female,,,,,,,56
